threat_id,timestamp,source_ip,destination_ip,attack_type,detection_method,confidence,severity,affected_system,response_priority,status
TID-20260413 - 0773,2026-04-13 18:05:22,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0774,2026-04-13 18:05:26,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0775,2026-04-13 18:05:27,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0776,2026-04-13 18:05:32,172.16.0.5,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0777,2026-04-13 18:05:36,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0778,2026-04-13 18:05:39,172.16.0.5,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0779,2026-04-13 18:05:41,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0780,2026-04-13 18:05:44,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0781,2026-04-13 18:05:45,10.0.0.88,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9982,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0782,2026-04-13 18:05:48,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0783,2026-04-13 18:05:51,10.0.0.88,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9885,High,File Server,P1 - Immediate,Open
TID-20260413 - 0784,2026-04-13 18:05:53,198.51.100.7,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9949,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0785,2026-04-13 18:05:57,192.168.1.10,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0786,2026-04-13 18:05:59,10.0.0.88,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9967,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0787,2026-04-13 18:06:01,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0788,2026-04-13 18:06:08,192.168.1.45,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9989,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0789,2026-04-13 18:06:10,10.10.10.50,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0790,2026-04-13 18:06:13,172.31.255.1,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9967,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0791,2026-04-13 18:06:14,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0792,2026-04-13 18:06:17,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0793,2026-04-13 18:06:23,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0794,2026-04-13 18:06:25,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0795,2026-04-13 18:06:28,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0796,2026-04-13 18:06:29,172.31.255.1,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9974,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0797,2026-04-13 18:06:39,172.16.0.5,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9905,High,File Server,P1 - Immediate,Open
